"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.29436454620895e-19,4.33588069871017,0.277,0.016,9.22343617234757e-15,"2","PRSS21"
4.73342192127119e-19,3.70485669274289,0.301,0.021,1.01664436025063e-14,"2","IRF6"
5.99123991450421e-19,2.91642291052567,0.843,0.538,1.28679850883721e-14,"2","PLCG2"
6.03610693047138e-19,4.84390157548873,0.253,0.01,1.29643504652664e-14,"2","CDC42BPB"
7.12670498173724e-19,4.87161185711014,0.253,0.01,1.53067369597752e-14,"2","PRSS22"
8.34964691745293e-19,1.56377042357598,0.88,0.651,1.79333716493054e-14,"2","GAS5"
1.08619020575862e-18,3.72299969271468,0.349,0.039,2.33291932392837e-14,"2","RBP1"
1.1949704515875e-18,4.13427879676452,0.253,0.01,2.56655753591962e-14,"2","GSTM3"
1.54865321610024e-18,3.51820498320548,0.313,0.026,3.32619737754009e-14,"2","JUP"
1.98169394105389e-18,3.44481511992467,0.349,0.039,4.25628224659554e-14,"2","FARP1"
2.08426070109586e-18,2.83247611197772,0.434,0.071,4.47657513381368e-14,"2","CBX1"
2.28867699494536e-18,4.615194178039,0.277,0.018,4.91562044974364e-14,"2","TMC5"
3.23485154547236e-18,2.7257148241378,0.542,0.129,6.94781414936554e-14,"2","SLC25A37"
6.33390193082898e-18,2.48771481406399,0.687,0.289,1.36039545670345e-13,"2","DSTN"
6.78755283561045e-18,1.91246422830445,0.759,0.344,1.45783059803241e-13,"2","IER3"
6.86005956745733e-18,4.59710512594864,0.253,0.013,1.47340359389849e-13,"2","DDR1"
9.66029138129066e-18,3.62879092127229,0.349,0.045,2.07483738287361e-13,"2","KYNU"
9.73779147305078e-18,2.98335965246343,0.398,0.06,2.09148285258185e-13,"2","EID3"
1.29124362154487e-17,1.55474206736453,0.916,0.606,2.77333305035406e-13,"2","TPI1"
1.33825819093091e-17,2.65445108724542,0.41,0.066,2.8743109424814e-13,"2","S100A13"
1.45350697219199e-17,3.71100844616524,0.313,0.031,3.12184227487396e-13,"2","SOX9"
1.8153816277131e-17,4.14519035544795,0.277,0.021,3.89907666000219e-13,"2","MUC20"
2.5531599778514e-17,4.16502141842284,0.277,0.021,5.48367700042923e-13,"2","TSPAN6"
2.94603896768983e-17,3.59938104806878,0.277,0.021,6.32750249480422e-13,"2","ADIRF"
3.53378413707155e-17,2.44093201922423,0.506,0.126,7.58986156960227e-13,"2","S100A9"
7.86246431429587e-17,2.6568124348234,0.301,0.029,1.68870008542447e-12,"2","HILPDA"
1.98541957779914e-16,2.65592741323785,0.446,0.092,4.264284169197e-12,"2","PGD"
2.26870554471101e-16,4.18056966414767,0.265,0.021,4.87272576893032e-12,"2","NR2F2"
2.89655736864937e-16,4.4547736204596,0.253,0.018,6.22122591638512e-12,"2","CDC42BPA"
2.98801029379557e-16,2.77038490740987,0.458,0.102,6.41764850901412e-12,"2","GCLM"
3.1145472410665e-16,3.97586636557434,0.265,0.021,6.68942456436263e-12,"2","PPFIBP1"
3.12766979106427e-16,2.45547934290721,0.614,0.21,6.71760917724784e-12,"2","CHD9"
3.29842224762476e-16,4.74796607536153,0.373,0.066,7.08435130344846e-12,"2","KRT17"
3.51733135351226e-16,3.67899856545743,0.289,0.029,7.55452428107364e-12,"2","SEMA4B"
5.08610594757469e-16,4.03559448388325,0.277,0.026,1.09239383542009e-11,"2","CAPS"
5.24107125199843e-16,3.39960878196374,0.398,0.073,1.12567728350422e-11,"2","IGFBP2"
5.39327487797672e-16,2.96783694396244,0.361,0.055,1.15836757829184e-11,"2","PTK2"
8.89362184715898e-16,2.91411842749742,0.518,0.147,1.91017210033281e-11,"2","CYB5A"
9.02456525998357e-16,3.01102383930641,0.434,0.094,1.93829612653927e-11,"2","TENT5A"
2.1528880520131e-15,4.01815579029293,0.253,0.021,4.62397295811373e-11,"2","SHTN1"
2.84085366200485e-15,1.70941959787472,0.916,0.801,6.10158549525403e-11,"2","ZFAS1"
4.18059128292332e-15,2.39836383904224,0.458,0.1,8.9790739574627e-11,"2","CD24"
4.84316932203236e-15,3.81639431822707,0.289,0.034,1.04021590698611e-10,"2","ZFHX3"
4.8570602990565e-15,2.8749475190797,0.494,0.139,1.04319941103136e-10,"2","RERE"
5.00434577728116e-15,2.02323064959453,0.819,0.533,1.07483338604445e-10,"2","TXN"
5.28342522486292e-15,1.6251845417259,0.855,0.596,1.13477406979606e-10,"2","ELOB"
5.45566041862499e-15,3.14559358630677,0.253,0.021,1.17176674471228e-10,"2","RAB25"
5.6564016118369e-15,2.07748798977033,0.482,0.121,1.21488193819033e-10,"2","TPM2"
6.23939995142266e-15,2.64448376427858,0.482,0.129,1.34009832156656e-10,"2","SUDS3"
8.61277388213222e-15,3.58697366899648,0.265,0.026,1.84985157440436e-10,"2","S100A14"
9.17799254457386e-15,2.89818332220981,0.277,0.029,1.97124923872357e-10,"2","CXADR"
9.80729996290681e-15,3.2613402647541,0.313,0.045,2.10641188603312e-10,"2","CTNND1"
1.38997393791005e-14,1.23180467247685,0.976,0.845,2.9853860238432e-10,"2","HSPB1"
1.60239032359529e-14,3.22050536247484,0.301,0.039,3.44161393701795e-10,"2","NCKAP1"
2.13981355698712e-14,3.90243444643836,0.277,0.034,4.59589155769694e-10,"2","CDKN2B"
2.15368667092735e-14,4.53783166719733,0.265,0.029,4.62568823181776e-10,"2","LAMB3"
2.21721895526525e-14,2.33091380113974,0.325,0.047,4.76214287211871e-10,"2","S100A16"
2.39640771238789e-14,3.02008644690988,0.59,0.223,5.14700448466672e-10,"2","RAP2B"
2.49036786961825e-14,2.11283511642564,0.446,0.105,5.34881211036608e-10,"2","MYC"
2.78600217190242e-14,2.75825781498368,0.373,0.071,5.98377546481203e-10,"2","DIAPH2"
3.59006397953266e-14,2.46211263834516,0.446,0.108,7.71073941524025e-10,"2","EPS8"
4.0197551758966e-14,1.70356598087007,0.313,0.045,8.63363016679072e-10,"2","EGLN3"
4.13848356780751e-14,3.05005057904171,0.301,0.042,8.88863500693697e-10,"2","AC018521.5"
4.55804997023387e-14,1.16459726396729,1,0.995,9.7897797260683e-10,"2","RPS19"
4.62844527983093e-14,2.70874279574947,0.41,0.089,9.94097477202087e-10,"2","ADM"
6.82676146981325e-14,2.34850962174168,0.554,0.189,1.46625182848649e-09,"2","CHD6"
7.04771963885782e-14,2.21804231511626,0.446,0.108,1.51370922403388e-09,"2","DLG1"
7.75956390686707e-14,2.5941571950599,0.518,0.165,1.66659913591691e-09,"2","VEGFA"
9.93309291114141e-14,2.70198624751325,0.386,0.081,2.13342969545495e-09,"2","SLC2A1"
9.97897333731281e-14,1.86773462984218,0.855,0.803,2.14328389338804e-09,"2","MTRNR2L12"
1.03592662283704e-13,3.91620184928853,0.301,0.045,2.2249632005294e-09,"2","KRT5"
1.1061961645314e-13,1.80431432564658,0.831,0.619,2.37588812218054e-09,"2","SLC38A2"
1.16487349294562e-13,1.20433485427894,0.988,0.976,2.50191528814861e-09,"2","RPL13A"
2.69391967721312e-13,3.20274468597492,0.253,0.029,5.78600068271834e-09,"2","PHGDH"
3.62111323608086e-13,2.96377530371657,0.349,0.068,7.77742700845447e-09,"2","EFNA1"
4.33296815129846e-13,2.75216551448602,0.506,0.171,9.30634899535884e-09,"2","SPINT2"
4.73271337810092e-13,3.22092167431457,0.265,0.034,1.01649217934852e-08,"2","CRIP2"
5.14734933658212e-13,2.13021703472605,0.482,0.139,1.10554769051111e-08,"2","EIF4EBP1"
5.18852575353465e-13,2.15495623909203,0.373,0.076,1.11439156134417e-08,"2","SH3YL1"
7.46912757015547e-13,2.98393916218977,0.313,0.055,1.60421921951799e-08,"2","AP001160.1"
7.97994641221853e-13,2.83496263340935,0.434,0.121,1.7139328904163e-08,"2","HIPK2"
9.17120610477097e-13,3.87693999105821,0.265,0.037,1.96979164718271e-08,"2","ITGB8"
9.98118500423401e-13,2.75845325528758,0.373,0.084,2.14375891520938e-08,"2","HOOK2"
1.24211089390872e-12,1.35735529752763,0.831,0.635,2.66780577793715e-08,"2","SNRPD2"
1.31124466138308e-12,1.71260623037385,0.578,0.215,2.81629128371857e-08,"2","CEBPD"
1.67174077577825e-12,2.58893865847823,0.277,0.039,3.59056483821652e-08,"2","PLEKHA5"
1.90059687934229e-12,1.35486508165116,0.976,0.932,4.08210197745136e-08,"2","GAPDH"
1.99483334527783e-12,1.68890931857629,0.771,0.601,4.28450305898773e-08,"2","NME2"
2.2109335705079e-12,2.69633265137476,0.313,0.058,4.74864312273687e-08,"2","IGFBP5"
2.30525048028538e-12,2.95200800909588,0.253,0.031,4.95121698155694e-08,"2","KNOP1"
2.73623502953577e-12,2.90302681387117,0.289,0.047,5.87688559643692e-08,"2","S100A2"
3.55988217357404e-12,2.13125434518901,0.458,0.134,7.64591493240232e-08,"2","PUM3"
3.72913645567583e-12,2.60454278103096,0.289,0.047,8.00943927950054e-08,"2","NET1"
4.63661022872058e-12,2.51457894905241,0.325,0.066,9.95851144924605e-08,"2","EMP1"
5.27441449252838e-12,1.66016520941228,0.735,0.412,1.13283874470525e-07,"2","ANXA2"
5.36189400355987e-12,2.22879258289049,0.53,0.197,1.15162759408459e-07,"2","PHLDA2"
6.58107628308195e-12,0.98276318436388,1,0.997,1.41348356408034e-07,"2","TMSB10"
7.54395710378177e-12,2.8330308521851,0.482,0.163,1.62029110675025e-07,"2","ID1"
8.1080605321912e-12,3.06997450046901,0.434,0.139,1.74144924110403e-07,"2","BEX4"
1.09426974242699e-11,2.30335548570126,0.373,0.089,2.35027255278468e-07,"2","C19orf48"
1.22652222196427e-11,2.59312273898753,0.265,0.039,2.63432442833486e-07,"2","MAL2"
1.39426340621105e-11,1.33613006912862,0.843,0.719,2.99459894386008e-07,"2","PPDPF"
1.47138017074921e-11,2.0869670503304,0.554,0.231,3.16023033073515e-07,"2","TALDO1"
1.94855561362543e-11,2.34523973861322,0.482,0.163,4.1851077469447e-07,"2","CFDP1"
2.5268465613662e-11,1.09217687238315,0.988,0.987,5.42716104450233e-07,"2","RPL37"
2.70280897629083e-11,2.14357051828769,0.446,0.142,5.80509311927744e-07,"2","FN1"
3.33001872054479e-11,1.06038139307506,0.976,0.976,7.1522142079861e-07,"2","RPL35A"
4.58894980392286e-11,1.53436412960716,0.771,0.457,9.85614638886552e-07,"2","NUCKS1"
6.89580677105333e-11,1.34731479342044,0.735,0.402,1.48108137828684e-06,"2","SPP1"
7.93315580557184e-11,2.00221730967246,0.795,0.528,1.70388320392072e-06,"2","SNHG5"
9.33960152567312e-11,2.49171643428182,0.386,0.108,2.00595961568407e-06,"2","WEE1"
1.07641108355324e-10,2.36688905608849,0.373,0.102,2.31191572525565e-06,"2","GSK3B"
1.09153112638991e-10,2.31244596036019,0.361,0.092,2.34439055326025e-06,"2","CDK2AP1"
1.26390912324535e-10,2.66283559720231,0.494,0.202,2.71462401490637e-06,"2","CSKMT"
1.28250280207583e-10,2.91245033462142,0.265,0.047,2.75455951829846e-06,"2","AL451085.1"
1.40955417669024e-10,3.18081175548094,0.289,0.06,3.0274404606953e-06,"2","WWTR1"
1.66999834546163e-10,2.93372935662888,0.289,0.06,3.5868224463825e-06,"2","SLC39A4"
2.38631641620128e-10,2.52354415564316,0.313,0.073,5.1253303987171e-06,"2","RAB13"
2.836676736359e-10,1.90856610875944,0.398,0.118,6.09261429435186e-06,"2","PGM2L1"
3.24200893674253e-10,2.4579082599139,0.265,0.05,6.9631867943356e-06,"2","DHRS3"
3.39652037471393e-10,1.89875028553017,0.831,0.633,7.29504646081057e-06,"2","PRDX1"
3.99406445735875e-10,3.01578512894491,0.289,0.066,8.57845164151511e-06,"2","HYI"
4.12446099807835e-10,1.66237288266815,0.506,0.189,8.85851733167269e-06,"2","TSC22D1"
5.55243044286656e-10,2.25509949072869,0.289,0.06,1.19255101051888e-05,"2","DENND11"
6.90289047532906e-10,2.56568533925406,0.277,0.058,1.48260281629117e-05,"2","KDM7A"
8.58047354673164e-10,2.38824649589044,0.325,0.081,1.84291410836702e-05,"2","ZDHHC21"
8.70635039072666e-10,2.78425890197579,0.373,0.118,1.86994993692027e-05,"2","BNIP3"
1.04290021635086e-09,2.67233387259328,0.301,0.073,2.23994108467839e-05,"2","HIST1H2BG"
1.25597593862425e-09,2.94462418666771,0.253,0.05,2.69758512097716e-05,"2","CXCL17"
1.45191584261082e-09,1.31510556602712,0.639,0.289,3.11842484675952e-05,"2","IER5L"
1.4834085723886e-09,1.6870346588001,0.59,0.283,3.18606493177623e-05,"2","KMT2C"
1.50361532001131e-09,2.52646168789737,0.313,0.079,3.2294649843203e-05,"2","G6PD"
1.54488796166019e-09,2.43863816005938,0.361,0.108,3.31811036405375e-05,"2","TCEAL8"
1.59447257049457e-09,2.3597625077381,0.277,0.06,3.42460818690823e-05,"2","HNMT"
1.60688940985146e-09,1.63944641607991,0.723,0.42,3.45127707447896e-05,"2","PTMS"
1.69175236954342e-09,2.57448422719865,0.265,0.055,3.63354573930536e-05,"2","CCN1"
1.7350158750592e-09,1.83361968299669,0.566,0.257,3.72646709645214e-05,"2","METAP2"
2.23267382556027e-09,2.45334900391671,0.289,0.066,4.79533684253835e-05,"2","UBN2"
2.32966341303596e-09,1.06804925242162,0.843,0.68,5.00365107851864e-05,"2","S100A11"
2.61362785036498e-09,1.998944587046,0.337,0.092,5.6135498970139e-05,"2","LRPPRC"
2.70991589552219e-09,1.87238954229584,0.892,0.94,5.82035736040257e-05,"2","NEAT1"
2.72497801374021e-09,2.736419301025,0.325,0.094,5.85270777791122e-05,"2","TCEAL3"
3.11543924681252e-09,2.31822160140732,0.253,0.05,6.69134041430393e-05,"2","CNN3"
3.14818846298718e-09,1.89455259545801,0.47,0.192,6.76167918080387e-05,"2","MED13L"
3.22208949584697e-09,1.31486503352075,0.506,0.186,6.92040381918013e-05,"2","WDR45B"
3.36783038213997e-09,2.06578488576514,0.542,0.252,7.23342609476023e-05,"2","HIST1H4C"
3.420962666583e-09,2.29446913103168,0.265,0.055,7.34754361528697e-05,"2","NFE2L1"
3.52841010336217e-09,1.35550315737775,0.506,0.205,7.57831922000127e-05,"2","HDLBP"
3.65741677097062e-09,1.04515495108812,0.976,0.982,7.8553997406907e-05,"2","RPS8"
3.8143963606171e-09,2.22216203338077,0.265,0.055,8.19256050333342e-05,"2","KLF5"
3.89423184545226e-09,2.76177213330612,0.277,0.063,8.36403115766236e-05,"2","CSTA"
3.90600406172838e-09,0.832544224608635,1,0.992,8.38931552378022e-05,"2","RPS2"
4.05067039364713e-09,2.08631040999828,0.578,0.307,8.7000298714753e-05,"2","HEXIM1"
4.59846221664007e-09,1.13562926166924,0.94,0.945,9.87657714889954e-05,"2","RPLP0"
4.72994976326287e-09,2.28001531279639,0.301,0.076,0.00010158986101536,"2","UQCC3"
5.03385904196202e-09,1.49889264078514,0.663,0.36,0.00010811722450326,"2","RHOB"
5.2932852847261e-09,0.809714253523312,0.94,0.969,0.000113689181345347,"2","RPS11"
6.26832746358603e-09,1.44071059306443,0.614,0.291,0.000134631137262901,"2","PPP1R14B"
9.59376294401918e-09,1.76767884319524,0.47,0.178,0.000206054840511644,"2","BRD9"
9.60122547409968e-09,1.54525717098565,0.373,0.113,0.000206215120732713,"2","APP"
1.23446213802025e-08,1.91176668673615,0.289,0.071,0.00026513777800399,"2","PATJ"
1.27505784735266e-08,1.20661862941346,0.831,0.667,0.000273856924454405,"2","NDUFA13"
1.37273800762622e-08,1.51163294622247,0.554,0.27,0.000294836669277959,"2","CD9"
2.06893501973027e-08,2.24716706929334,0.277,0.066,0.000444365863537667,"2","RPAP3"
2.20941879395326e-08,0.8251123275355,0.265,0.06,0.000474538968565282,"2","S100A8"
2.2607104259338e-08,1.6525532333921,0.422,0.152,0.00048555538528206,"2","PGRMC1"
2.26883476698369e-08,1.78118619722789,0.349,0.105,0.000487300331252756,"2","CTNNA1"
2.4930842841914e-08,2.43878669577749,0.373,0.134,0.000535464642558628,"2","NME1"
3.01105222662215e-08,1.30975705071799,0.639,0.346,0.000646713797233904,"2","YY1"
3.33776015816155e-08,0.847197635317896,0.988,0.982,0.000716884126769937,"2","RPL36"
3.50450231349714e-08,0.938193543001404,0.976,0.979,0.000752697006892916,"2","RPL8"
3.67185607886604e-08,2.05947835666393,0.253,0.058,0.000788641248618849,"2","IDH1"
3.76602533507645e-08,1.07068996435255,1,0.99,0.00080886692146772,"2","FTH1"
4.23389413979043e-08,2.12482372553954,0.253,0.058,0.000909355783344188,"2","CTNNBIP1"
4.33613546515255e-08,1.63379777135652,0.518,0.236,0.000931315175205465,"2","ZNF428"
4.96678015138294e-08,1.14604573484859,0.783,0.656,0.00106676504091403,"2","COX6A1"
5.33268592469359e-08,1.81982163135981,0.422,0.168,0.00114535428290569,"2","PHF14"
5.3939700201128e-08,2.13178607390829,0.434,0.178,0.00115851688091983,"2","CLIP1"
5.65961234317177e-08,2.31689191072557,0.265,0.068,0.00121557153906643,"2","F11R"
5.81198321670015e-08,2.84523814234052,0.289,0.084,0.00124829775528286,"2","HMGB3"
6.06051897822217e-08,1.76079921015691,0.458,0.202,0.00130167826614256,"2","TMEM238"
6.1409785520454e-08,1.62643154477509,0.687,0.451,0.00131895937340831,"2","AKAP9"
6.15074826009828e-08,1.83048351524215,0.253,0.058,0.00132105771130391,"2","PPME1"
6.18502852764756e-08,1.02970357378904,0.687,0.415,0.00132842042716814,"2","CEBPB"
6.59123618518699e-08,0.689536292874829,0.94,0.861,0.00141566570785446,"2","PABPC1"
6.78983699911673e-08,1.45997723590225,0.651,0.425,0.00145832119067029,"2","NDUFB4"
7.83740697312427e-08,2.45942135447541,0.313,0.097,0.00168331826968763,"2","LTBP3"
8.15221909591697e-08,1.53929196011905,0.506,0.236,0.00175093361742105,"2","KDM5B"
8.18516161841708e-08,3.19699967481985,0.349,0.129,0.00175800901240362,"2","WFDC2"
8.84088375361874e-08,1.89087863197424,0.313,0.094,0.00189884501260223,"2","USP53"
9.24233134193731e-08,2.0206660108167,0.277,0.076,0.00198506792562129,"2","ITPRIPL2"
1.00735908545728e-07,1.74667434149329,0.422,0.163,0.00216360584374514,"2","CHMP3"
1.02719055458739e-07,0.867286959093918,0.952,0.966,0.00220619987314281,"2","RPS21"
1.06761774239303e-07,1.77349669763008,0.506,0.247,0.00229302938711174,"2","MTRNR2L8"
1.16957141827757e-07,1.34443648425709,0.482,0.213,0.00251200549217656,"2","ZNF638"
1.3585148904418e-07,1.8621579414278,0.361,0.126,0.0029178182816909,"2","ATP2C1"
1.3790103009006e-07,2.04669467329466,0.289,0.084,0.0029618383242743,"2","MAFG"
1.42782282557725e-07,2.1369158443924,0.361,0.134,0.00306667786477481,"2","PARP1"
1.54444410723842e-07,1.76764063603627,0.386,0.144,0.00331715705352669,"2","DENR"
1.62167075422992e-07,1.23221856747175,0.494,0.218,0.00348302444593503,"2","TRIM28"
1.64513274234768e-07,2.38573203029697,0.398,0.163,0.00353341610401435,"2","CXCL1"
1.71127597928936e-07,1.39300269334338,0.53,0.244,0.00367547854831768,"2","PDCD5"
1.80885554623637e-07,1.66838271083421,0.398,0.152,0.00388505994220648,"2","RSRC1"
1.81654770674411e-07,1.08953006548116,0.747,0.593,0.00390158116454499,"2","COX5B"
1.83086251032208e-07,2.21103864884594,0.253,0.066,0.00393232649966977,"2","ATN1"
1.99009856041393e-07,1.69029377056707,0.422,0.168,0.00427433368805704,"2","SINHCAF"
2.16283406556067e-07,2.88405623390515,0.313,0.1,0.00464533500601122,"2","SLPI"
2.25008052550367e-07,1.13330866267102,0.867,0.774,0.00483272295267678,"2","YBX1"
2.35157493321764e-07,2.28064159950184,0.289,0.089,0.00505071264156485,"2","SCPEP1"
2.5703068531037e-07,1.5173667999721,0.518,0.26,0.00552050505909613,"2","RRBP1"
2.69317316628767e-07,1.42707435437817,0.651,0.399,0.00578439732655267,"2","SEM1"
2.74141035619209e-07,2.01134192349903,0.349,0.123,0.00588800116302937,"2","ADAM17"
2.76533221081848e-07,1.93192066438332,0.337,0.121,0.00593938052239594,"2","RASD1"
2.80511664978229e-07,2.0830938228245,0.373,0.15,0.0060248295404024,"2","NF1"
3.57235531909615e-07,1.34873519429723,0.482,0.21,0.00767270475435471,"2","HMGA1"
3.78438188910336e-07,1.10077999385451,0.916,0.814,0.0081280954214162,"2","S100A6"
4.87945602462747e-07,1.43141442975163,0.542,0.289,0.0104800956496949,"2","NCOA7"
5.18537708357571e-07,2.18760677102394,0.289,0.092,0.0111371529001039,"2","ARHGAP5"
5.20630393589631e-07,2.1495874145571,0.265,0.079,0.0111820995935181,"2","HIST1H2BD"
5.48860071908572e-07,0.82885963424505,0.928,0.969,0.0117884166244523,"2","RPS16"
5.55433691303964e-07,1.06156576122936,0.783,0.549,0.0119296048218265,"2","ATP5ME"
5.81747190604544e-07,1.51099644658133,0.482,0.241,0.0124947661598044,"2","FAM162A"
5.96195935180932e-07,1.03195631096611,0.675,0.436,0.0128050962958161,"2","U2SURP"
6.05414075531076e-07,1.93986219295011,0.265,0.076,0.0130030835142565,"2","HLTF"
6.26564762606707e-07,1.79169130969592,0.301,0.094,0.0134573579712669,"2","POP7"
6.33836519789886e-07,2.01318128818805,0.265,0.079,0.0136135407720472,"2","RBM42"
6.51290088048662e-07,1.36739667086877,0.578,0.323,0.0139884085111092,"2","TFRC"
7.33782722222134e-07,1.66722064246281,0.458,0.213,0.015760185307887,"2","HEBP2"
7.49594527574559e-07,1.86068501337756,0.289,0.094,0.0160997912632464,"2","PNKP"
7.5758037984438e-07,1.80125493687338,0.337,0.123,0.0162713113982976,"2","MIB2"
7.70756072039681e-07,2.02313159666937,0.289,0.094,0.0165542989152683,"2","NME4"
7.74209529361019e-07,1.99578368004399,0.422,0.199,0.016628472271616,"2","ATP2A2"
7.96572154069309e-07,1.56163344708451,0.422,0.186,0.0171087767251006,"2","BLVRB"
9.20606686988827e-07,1.87160121158662,0.253,0.073,0.019772790423146,"2","CHML"
9.55708490953293e-07,1.80563765590611,0.313,0.108,0.0205267069686948,"2","ZMYND8"
1.0442009228376e-06,2.54972434078286,0.349,0.144,0.0224273474207059,"2","IFI27"
1.07489014381828e-06,2.84899563142459,0.253,0.073,0.0230864905089291,"2","TFF3"
1.10248324655912e-06,1.83227442502472,0.386,0.157,0.0236791351695968,"2","EIF4G1"
1.17157194935176e-06,2.00667062759182,0.434,0.218,0.025163022328177,"2","NDRG1"
1.2020557886873e-06,1.84801413190489,0.277,0.087,0.0258177542294258,"2","ISOC2"
1.23124537582202e-06,1.99487923183921,0.289,0.097,0.0264446881819054,"2","ACBD6"
1.25093497158374e-06,1.07734296656961,0.554,0.302,0.0268675813196756,"2","SNRPE"
1.28949340965836e-06,1.54547592042131,0.361,0.136,0.0276957394526422,"2","AK2"
1.39414764244513e-06,2.04630241957615,0.277,0.089,0.0299435030644365,"2","B3GNT5"
1.44014834781891e-06,1.20164011096179,0.337,0.115,0.0309315062144546,"2","RAB4A"
1.50187406676474e-06,1.78948305001868,0.349,0.136,0.0322572512059731,"2","UQCC2"
1.53740532201484e-06,0.925106183393075,0.843,0.79,0.0330203915062346,"2","RPS17"
1.54553010991205e-06,1.34128491774701,0.458,0.215,0.033194895700691,"2","KLF10"
1.62072569555389e-06,1.32122739117204,0.518,0.276,0.0348099464891065,"2","AP2S1"
1.92207875017555e-06,1.79393585584601,0.265,0.081,0.0412824073962705,"2","SCOC"
2.18555565212147e-06,1.13508494222278,0.783,0.617,0.0469413642962649,"2","TUBA1B"
2.23142645118404e-06,2.11028313992838,0.277,0.092,0.0479265773185308,"2","NOM1"
2.25231937831299e-06,1.89541667559276,0.337,0.134,0.0483753156074065,"2","CXCL3"
2.25410269023162e-06,1.8591813998836,0.277,0.089,0.0484136175807948,"2","CLSTN1"
2.33189241113905e-06,1.69795224233354,0.422,0.192,0.0500843852064444,"2","BAZ2B"
2.37923311665569e-06,1.52160063686624,0.253,0.073,0.0511011688795308,"2","SART3"
2.39632402132995e-06,1.86088142460129,0.265,0.084,0.0514682473301246,"2","ARMCX6"
2.42757016458396e-06,1.09141987820863,0.602,0.346,0.0521393519949342,"2","SNHG25"
2.44221642565763e-06,1.6827138958751,0.434,0.215,0.0524539243902746,"2","PKN2"
2.60947244894194e-06,1.57848957014935,0.337,0.131,0.0560462492583749,"2","KDM3A"
3.18055891731552e-06,1.941474407477,0.265,0.087,0.0683120444261028,"2","SQLE"
3.34224581138596e-06,1.44801686724703,0.337,0.123,0.0717847555369476,"2","NDUFS2"
3.36218936403785e-06,0.673582726104964,1,0.995,0.0722131031608049,"2","RPS18"
3.9282357275049e-06,1.4632723143747,0.506,0.27,0.0843706469553502,"2","SGK1"
3.9317793794347e-06,0.926440080487958,0.88,0.921,0.0844467575114984,"2","RPL22"
4.00004576740149e-06,1.45509014052293,0.373,0.163,0.0859129829922492,"2","CYC1"
4.10214817856702e-06,1.32366508574249,0.325,0.115,0.0881059385792625,"2","UBE2V2"
4.13785068860227e-06,0.944801818559322,0.795,0.656,0.0888727570897995,"2","IER5"
4.35835835288513e-06,1.96122285807208,0.253,0.079,0.0936088207032667,"2","FGFR1"
4.36595532193416e-06,1.41597207917631,0.47,0.247,0.093771988404502,"2","CNPY2"
4.39911032449907e-06,1.3737282372066,0.313,0.11,0.0944840915495911,"2","COA8"
4.53033692039536e-06,1.12468390639014,0.651,0.43,0.0973025763762516,"2","ATP5MPL"
4.56458821382045e-06,1.33047994043795,0.325,0.123,0.0980382256564355,"2","TCF4"
4.5725935179625e-06,1.92326074353841,0.301,0.113,0.0982101635787985,"2","ARL1"
4.68487397607318e-06,1.75164174384626,0.398,0.186,0.1006217232581,"2","TRIB1"
4.98825563264983e-06,1.41267572515816,0.386,0.168,0.107137754478053,"2","MMP24OS"
5.24695619855055e-06,1.56366966245538,0.494,0.265,0.112694125232469,"2","MXD1"
5.91762436255231e-06,2.04994005942974,0.337,0.134,0.127098736058899,"2","PLEC"
6.89885735308651e-06,1.70766951937434,0.313,0.121,0.148173658229592,"2","ZKSCAN1"
6.98091463139312e-06,1.43022155019911,0.566,0.373,0.149936084453061,"2","CD46"
7.10577247819446e-06,1.75030318795026,0.349,0.15,0.152617781286661,"2","COA6"
8.05047266553238e-06,1.1390038874211,0.627,0.43,0.172908051910304,"2","PKM"
8.45291171323183e-06,1.31988210286983,0.506,0.286,0.181551637776793,"2","H2AFJ"
8.62323323490997e-06,1.31520880202978,0.373,0.157,0.185209803419396,"2","ADI1"
8.62380889115688e-06,0.654821912553525,0.723,0.554,0.185222167364267,"2","CSTB"
8.68421272493953e-06,1.18967837840699,0.542,0.349,0.186519520906251,"2","EGR1"
9.18693930542175e-06,1.43927606820129,0.361,0.152,0.197317082401848,"2","CBX4"
9.27641633068914e-06,0.635794040309483,0.988,0.955,0.199238869950541,"2","RPL24"
9.36565803058988e-06,1.78565294352509,0.337,0.15,0.201155603181009,"2","GPATCH2"
9.4608292911411e-06,0.814165244353473,0.59,0.391,0.203199691515129,"2","CXCL8"
9.52836215126737e-06,0.608152021615532,0.614,0.336,0.204650162284921,"2","GLUL"
9.92003115008728e-06,0.91364749141993,0.639,0.378,0.213062429041575,"2","DYNC1H1"
1.01871161041134e-05,1.9388233503141,0.301,0.118,0.218798879684147,"2","DUSP23"
1.03623821815455e-05,1.56219790152074,0.301,0.113,0.222563244495235,"2","LIMA1"
1.06924923204772e-05,1.42663806053995,0.337,0.139,0.229653350059208,"2","PTRHD1"
1.08005342054558e-05,1.18888140311646,0.494,0.268,0.23197387366478,"2","USP34"
1.1398486508725e-05,1.5285430239037,0.277,0.094,0.244816693234397,"2","MRPL12"
1.23874731522712e-05,1.86484373108337,0.325,0.136,0.26605814836448,"2","DYNC1I2"
1.27403624161338e-05,1.42653229311561,0.47,0.244,0.273637503973721,"2","POLR2J3"
