"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.90400161106326e-13,1.79807453919748,0.375,0.039,1.05328146602417e-08,"3","PINK1"
5.07430520672332e-13,2.02934693907454,0.625,0.116,1.08985927230003e-08,"3","EIF2AK3"
6.78799032742281e-13,2.14350481833465,0.625,0.118,1.45792456252387e-08,"3","SLAMF7"
7.05434357177047e-13,2.64336800142264,0.375,0.042,1.51513191234486e-08,"3","TMEM19"
1.64690583440662e-12,0.971709351886985,0.406,0.049,3.53722435113853e-08,"3","MEI1"
2.19816739986671e-12,1.79659589369631,0.812,0.197,4.72122394143372e-08,"3","ZBTB38"
6.52832753375146e-12,1.92823919194134,0.75,0.185,1.40215418769914e-07,"3","TRIB1"
8.37323272778508e-12,1.3350111008207,0.469,0.069,1.79840292527368e-07,"3","ARSA"
1.00715516215582e-11,2.0714380967964,0.25,0.019,2.16316785727828e-07,"3","SLC38A5"
2.60850472284808e-11,0.938889994692008,0.688,0.144,5.60254644373311e-07,"3","ITM2C"
2.65851282901228e-11,1.91873517492878,0.469,0.076,5.70995385415257e-07,"3","SEC24A"
3.22672221140071e-11,2.12585711811374,0.5,0.088,6.93035396564644e-07,"3","TXNDC11"
3.88065870225856e-11,2.07490226251632,0.406,0.058,8.33487876071093e-07,"3","ZBP1"
4.19785981929755e-11,1.34299312883844,0.625,0.13,9.01616331988727e-07,"3","FNDC3B"
5.07330497112526e-11,2.54363463013232,0.469,0.079,1.08964444169828e-06,"3","MIR29B2CHG"
8.58567212244365e-11,1.73564494648155,0.312,0.035,1.84403065845845e-06,"3","NCLN"
8.78498120741147e-11,1.69858886167478,0.406,0.06,1.88683826372783e-06,"3","CD40"
1.15547810764275e-10,1.84319892014365,0.938,0.468,2.4817358795951e-06,"3","HERPUD1"
1.1753856320202e-10,0.699180091881634,0.656,0.134,2.52449326045298e-06,"3","A1BG"
1.18629704279267e-10,1.20753797271092,0.312,0.035,2.5479287885101e-06,"3","SERPINI1"
2.33320611182295e-10,2.16123696081127,0.406,0.062,5.01126008697332e-06,"3","CKAP4"
2.8351432397209e-10,2.14866592493385,0.281,0.03,6.08932065027254e-06,"3","CXorf21"
4.29292701885796e-10,2.00877424800779,0.375,0.056,9.22034865110312e-06,"3","CEP128"
4.78774476876592e-10,1.52805063049861,0.281,0.03,1.02831182143554e-05,"3","TMEM214"
7.32706099955627e-10,1.02830404759813,0.438,0.074,1.5737061614847e-05,"3","SLC38A10"
1.25033579402809e-09,1.96846864291279,0.438,0.079,2.68547121841353e-05,"3","UNC93B1"
1.63553021929416e-09,1.0122633129013,0.594,0.127,3.51279180499999e-05,"3","PLPP5"
1.83961454712052e-09,1.60112774638206,0.625,0.146,3.95112412430544e-05,"3","ERLEC1"
2.21941365506151e-09,9.90050378169308,0.5,0.137,4.76685664834111e-05,"3","IGLC3"
2.92372651524106e-09,1.75833748035697,0.75,0.282,6.27957980943475e-05,"3","SEC11C"
3.98240177630825e-09,1.68443704711156,0.281,0.035,8.55340253515485e-05,"3","IGLC7"
4.21681120614732e-09,1.46009107096512,0.688,0.183,9.05686710856322e-05,"3","CPEB4"
4.38369749532032e-09,1.10374562776282,0.594,0.137,9.41530548044898e-05,"3","SEC61A1"
4.71525325665427e-09,2.14884711653813,0.312,0.044,0.00010127420944642,"3","MAGED1"
5.04257479166741e-09,1.57891654599301,0.281,0.035,0.000108304421375433,"3","GNG7"
6.69286795047836e-09,10.1655390150308,0.719,0.287,0.000143749417840374,"3","IGLC2"
7.28328759425879e-09,8.05693002382298,0.969,0.738,0.00015643045094949,"3","IGKC"
1.02447890437235e-08,1.71807527021948,0.531,0.125,0.000220037579081094,"3","CCDC88A"
1.31507605613886e-08,1.50770412099808,0.625,0.16,0.000282452035337504,"3","FAM214A"
2.26289639047311e-08,1.40450443837636,0.531,0.12,0.000486024886745814,"3","ALG5"
2.48536519550869e-08,0.965330882025904,0.688,0.185,0.000533806736691357,"3","UBE2J1"
2.57316778129722e-08,0.795516131965925,0.656,0.174,0.000552664976067017,"3","TP53INP1"
3.35931532629698e-08,1.45865107452817,0.531,0.125,0.000721513745782066,"3","TXNDC15"
4.19714148537728e-08,1.29005278193284,0.625,0.167,0.000901462048229331,"3","MBNL2"
4.56919743254816e-08,2.50304443767839,0.281,0.042,0.000981372224562694,"3","TBC1D9"
4.75190044745345e-08,0.412153085962642,0.531,0.12,0.00102061317810405,"3","TIFA"
4.8136865500597e-08,1.65411622323145,0.344,0.06,0.00103388359722182,"3","ORAI2"
5.51461754860174e-08,1.61035750958088,0.375,0.074,0.00118442955708868,"3","RALGPS2"
5.51528149586147e-08,1.34524691124997,0.406,0.081,0.00118457215968113,"3","EIF2AK4"
5.95449604415322e-08,1.89631703650622,0.281,0.042,0.00127890666036323,"3","KNTC1"
6.06838811298653e-08,0.891022750320815,0.344,0.058,0.00130336839890725,"3","SLC1A4"
7.05150187282626e-08,1.48713843571176,0.281,0.042,0.00151452157224562,"3","RASGRP3"
8.11496072015802e-08,0.792181744573893,0.531,0.125,0.00174293126347554,"3","SEL1L"
8.33160502427981e-08,2.54652559631175,0.281,0.044,0.00178946212711482,"3","Z93930.2"
9.31332909689636e-08,1.41048343656752,0.781,0.248,0.0020003168234314,"3","AC007952.4"
1.08359147467244e-07,1.50795987959109,0.531,0.141,0.00232733776930146,"3","MIR155HG"
1.71031087324493e-07,1.20290920427845,0.531,0.137,0.00367340569355545,"3","ANKRD36"
1.77469505382973e-07,1.38830180742615,0.375,0.074,0.00381169003661549,"3","TMEM156"
1.97179319163262e-07,1.22176390339933,0.312,0.053,0.00423501741698854,"3","SYVN1"
2.25274392815636e-07,1.34441868746097,0.531,0.134,0.00483844340889423,"3","DNAJC4"
2.4962812801084e-07,1.05534426967975,0.875,0.435,0.00536151293341683,"3","SPCS2"
2.95110177782764e-07,0.791575902433591,0.625,0.181,0.0063383763984182,"3","GLRX"
2.97140882337354e-07,0.938670361428428,0.406,0.086,0.0063819918708417,"3","SPATS2"
3.05962547051596e-07,1.86319359294294,0.562,0.15,0.00657146358557418,"3","CLPTM1L"
3.29053469475391e-07,1.84778780306459,0.406,0.095,0.00706741041739246,"3","KLHL6"
3.66681260370872e-07,1.38294522941086,0.625,0.183,0.0078755801102456,"3","CDK5RAP3"
4.16735488439943e-07,0.458230157056863,0.344,0.065,0.0089506448207131,"3","IFI27L1"
4.33494693342082e-07,1.47095591895945,0.25,0.037,0.00931059902360123,"3","GALK2"
5.11188103046088e-07,1.0532084242335,0.844,0.296,0.0109792980772239,"3","CTSZ"
5.37735510369437e-07,0.924862163150651,0.969,0.843,0.0115494832917148,"3","CYBA"
6.77916648461534e-07,1.85365485381157,0.312,0.06,0.0145602937756568,"3","AIM2"
6.96532584091861e-07,0.499563843106561,0.344,0.067,0.014960126841125,"3","CDC27"
7.16058704221233e-07,1.9955737837357,0.25,0.039,0.0153795088492636,"3","GMPPA"
7.64155387149991e-07,1.07345127139959,0.688,0.218,0.0164125294052075,"3","PELI1"
7.83464906341929e-07,1.67942998379216,0.281,0.049,0.016827259258412,"3","CARMIL1"
8.32408454105434e-07,2.47055450170601,0.344,0.072,0.0178784687772765,"3","IFNGR2"
1.01836036564447e-06,1.3159302933184,0.312,0.06,0.021872343933312,"3","PALM2-AKAP2"
1.09833994298023e-06,0.955262543907584,0.25,0.039,0.0235901452953294,"3","GMPPB"
1.12559853045411e-06,0.914207727303207,0.719,0.229,0.0241756052370934,"3","HM13"
1.16745664375741e-06,0.660632744790041,0.344,0.069,0.0250746337946216,"3","FAM49A"
1.19260543123022e-06,1.10845790036641,0.688,0.236,0.0256147794519628,"3","SELENOS"
1.23653250133099e-06,0.675674964374377,0.281,0.049,0.026558245063587,"3","FBH1"
1.41981155852912e-06,1.20305837771313,0.438,0.109,0.0304947126540885,"3","SEL1L3"
1.44889356514983e-06,1.47828689996008,0.312,0.062,0.0311193359922881,"3","ADAM28"
1.71859341786081e-06,1.34261264768203,0.281,0.051,0.0369119494288145,"3","INSIG2"
1.89609546485491e-06,0.68214336495828,0.438,0.106,0.0407243383941537,"3","CREB3L2"
1.9115318046084e-06,0.804804286931322,0.594,0.176,0.0410558800993792,"3","MGAT1"
1.91271935342908e-06,1.49955047480461,0.656,0.234,0.0410813862729498,"3","SDF2L1"
1.97067541633717e-06,0.845793717820282,0.5,0.13,0.0423261665920897,"3","SRPRB"
2.52339174484238e-06,2.31554648239026,0.312,0.067,0.0541974078957247,"3","CCDC144A"
2.54817864461114e-06,2.10820294915185,0.375,0.09,0.054729780928958,"3","ADA2"
3.03504950952298e-06,6.36306282689873,0.562,0.201,0.0651867933655345,"3","IGHM"
3.25730605526412e-06,0.920791024184483,0.469,0.127,0.0699604194549627,"3","ICAM1"
3.9261977377322e-06,0.913997670351709,0.438,0.111,0.0843268750110122,"3","LY96"
4.37639455311058e-06,1.44229646996016,0.312,0.067,0.093996202211709,"3","CFL2"
4.58128567496848e-06,0.743844419668152,0.344,0.076,0.098396853726973,"3","AQP3"
4.68268767567469e-06,0.454667117407607,0.281,0.053,0.100574765898141,"3","TAPBPL"
4.74178344733215e-06,1.07801985659851,0.719,0.299,0.1018440248818,"3","SSR3"
4.76133953883292e-06,0.608900499870894,0.344,0.076,0.102264050615054,"3","CLIC4"
5.02823359303942e-06,1.67027911997417,0.25,0.046,0.107996401111301,"3","CENPT"
5.65997916233438e-06,1.51657593812669,0.312,0.067,0.121565032448618,"3","ABCA5"
6.71711327628485e-06,0.335488176476305,0.344,0.076,0.144270158948046,"3","THEMIS2"
7.21464536178637e-06,0.645766588480887,0.438,0.113,0.154956153080448,"3","WDR45"
8.25354149471461e-06,0.623946672409424,0.625,0.199,0.17726956422348,"3","BASP1"
9.51222221810148e-06,0.259069767190596,0.312,0.067,0.204303508800384,"3","SLC25A4"
9.62850552265659e-06,0.294914499343434,0.594,0.176,0.206801041615618,"3","FNDC3A"
1.06011193928558e-05,0.815152910377407,0.375,0.093,0.227690842319757,"3","CHID1"
1.20921398676684e-05,0.631203737043614,0.656,0.218,0.259714980077783,"3","TMEM238"
1.22675370599484e-05,0.586445357014745,0.656,0.215,0.263482160973572,"3","TMEM208"
1.24259464316931e-05,0.330297822425338,0.281,0.058,0.266884477459904,"3","AIG1"
1.2628295839556e-05,1.23402841642774,0.625,0.218,0.271230538041983,"3","FBXW7"
1.36879580564016e-05,0.675490074031014,0.281,0.058,0.293989963135394,"3","MLKL"
1.39746358356163e-05,1.78098980250057,0.312,0.074,0.300147228477368,"3","SGSM3"
1.6178912027246e-05,0.920396242802975,0.594,0.192,0.34749067252119,"3","PDIA4"
1.69113820868766e-05,0.751593108561461,0.625,0.213,0.363222664461936,"3","DNAJB9"
1.99863352121328e-05,0.609277379297052,0.406,0.109,0.429266507686189,"3","GOLGA3"
2.08795963827906e-05,1.68672685453285,0.5,0.178,0.448451971109577,"3","OTUD1"
2.12094321835335e-05,0.544712604323074,0.656,0.231,0.455536184437932,"3","SELENOM"
2.19616470080347e-05,0.353830865386126,0.406,0.109,0.471692254438569,"3","NME4"
2.85156757839392e-05,1.26198712549693,0.375,0.104,0.612459684487447,"3","THAP2"
3.0744259467357e-05,0.836223838345079,0.281,0.062,0.660325204839893,"3","SPSB1"
3.27395104551301e-05,0.434776683021519,0.375,0.1,0.703179205555285,"3","GPAA1"
3.27444969741754e-05,0.478524113995252,0.438,0.127,0.703286306011338,"3","ELK3"
3.42640539811674e-05,0.911632197919859,0.344,0.088,0.735923351407513,"3","SLC52A2"
3.61951918421248e-05,0.484758220396303,0.719,0.257,0.777400330385157,"3","TECR"
4.70548729453011e-05,0.549738882415568,0.688,0.262,1,"3","PRDM1"
5.54871252931448e-05,1.30390612911298,0.281,0.067,1,"3","CXXC5"
5.55667880725086e-05,0.551749585568435,0.469,0.144,1,"3","SRM"
6.20409902852267e-05,1.70691093091576,0.281,0.069,1,"3","HSH2D"
7.39163072699989e-05,0.265274898556956,0.531,0.169,1,"3","CALU"
7.54047837482272e-05,0.750486798452076,0.594,0.213,1,"3","CD59"
8.40850415437405e-05,1.29037649541375,0.312,0.083,1,"3","PGM3"
8.83181789812115e-05,0.404229073610525,0.438,0.132,1,"3","CSNK1E"
8.92736111637981e-05,0.634913810210954,0.406,0.118,1,"3","SEC13"
9.12197316722905e-05,1.06320261082892,0.5,0.171,1,"3","VSIR"
0.000110782540759282,0.353896005853486,0.375,0.106,1,"3","SND1"
0.000127527859953249,0.760182188552024,0.531,0.183,1,"3","SEC14L1"
0.000129044489511968,0.848704610167939,0.25,0.058,1,"3","TM9SF1"
0.000131292112587114,0.660204393978475,0.812,0.363,1,"3","SPCS3"
0.000134715666580977,0.595884380268813,0.531,0.183,1,"3","MAP3K13"
0.000134846092816544,0.263810482739951,0.406,0.123,1,"3","IRF4"
0.000172708374711603,0.595572671112011,0.312,0.083,1,"3","PDK1"
0.000185659818806184,1.16981192032656,0.438,0.146,1,"3","SYTL1"
0.000201383162929265,0.360763698227054,0.312,0.086,1,"3","FCHSD2"
0.000234199596276126,0.333519519934046,0.25,0.06,1,"3","OGFOD3"
0.000246684222577518,0.963539796571929,0.594,0.222,1,"3","TRABD"
0.000283926844852827,1.28875080128061,0.406,0.139,1,"3","DENND1B"
0.000285860444643528,0.416604528453238,0.594,0.215,1,"3","KLF13"
0.000290035647375373,0.336573582780205,0.375,0.116,1,"3","RAB6A"
0.000302806955867002,0.903527877024362,0.312,0.09,1,"3","ULK1"
0.00033890643920343,0.72922347947829,0.344,0.104,1,"3","DPM2"
0.000424618304927959,1.32661102666018,0.25,0.065,1,"3","ALCAM"
0.000433410553868199,0.653573616237606,0.344,0.106,1,"3","MAN2B1"
0.000439002660131589,0.866791007954351,0.25,0.065,1,"3","SEC24D"
0.000516296931469503,1.00077005876047,0.406,0.139,1,"3","MEF2D"
0.000594654195146761,1.39708384126617,0.344,0.109,1,"3","CCDC69"
0.0006430591541939,0.37032540088603,0.281,0.079,1,"3","BEX5"
0.000695785616556676,0.528276444552797,0.344,0.109,1,"3","LAX1"
0.000711138081664524,0.998986424215036,0.469,0.174,1,"3","RAPGEF1"
0.000759951401957824,1.1740549536604,0.812,0.486,1,"3","H1FX"
0.00077174843769779,0.488350614531261,0.281,0.081,1,"3","UBXN6"
0.000773460664226178,0.937356778602454,0.281,0.083,1,"3","UBA1"
0.000810042144697931,0.63519151860273,0.625,0.266,1,"3","MYDGF"
0.000815863436921661,8.06301964417591,0.688,0.343,1,"3","IGHA1"
0.000875175522128656,0.949045945358044,0.625,0.273,1,"3","RPN2"
0.000877234146310934,0.257870226861543,0.344,0.111,1,"3","ATF6"
0.00089308477652908,0.494073004109899,0.281,0.083,1,"3","ELL"
0.000899823550626892,0.515647039960426,0.438,0.16,1,"3","CCDC167"
0.000925960145260382,1.86882520946591,0.25,0.072,1,"3","MPZL1"
0.000970638435013843,1.01260746900389,0.312,0.102,1,"3","NCF4"
0.00097893180503577,0.55566885213271,0.344,0.111,1,"3","COX11"
0.00101874970787128,1.66234114852287,0.25,0.074,1,"3","SLAMF1"
0.00103942771743954,0.552315131865735,0.281,0.083,1,"3","TMEM39A"
0.00111552210739214,0.610021176487936,0.312,0.102,1,"3","CCDC88B"
0.00114402293245867,0.75370608785462,0.25,0.072,1,"3","QTRT1"
0.00114948845388664,0.254526753503435,0.25,0.069,1,"3","FUCA2"
0.00115043157756347,1.41376575495388,0.344,0.118,1,"3","TMEM205"
0.00115571339877368,0.37087829989883,0.875,0.653,1,"3","HSP90B1"
0.0012781934794173,1.94579089131275,0.25,0.076,1,"3","QARS"
0.00131651506862496,0.351277062455489,0.312,0.1,1,"3","EPN1"
0.00134650828273345,0.431249378154565,0.469,0.176,1,"3","OS9"
0.00139113330753499,0.758942520858925,0.375,0.137,1,"3","C12orf45"
0.00143170254828553,0.580788823152065,0.594,0.245,1,"3","TAGAP"
0.00147991672077289,1.52720993195639,0.312,0.109,1,"3","DAP"
0.00161460265612034,0.577011291927469,0.719,0.312,1,"3","LMAN1"
0.00168443590788952,1.2300763243701,0.281,0.09,1,"3","SLC39A7"
0.00178668747362,0.673742882213302,0.531,0.22,1,"3","PDXK"
0.00196512134846648,0.492980343200184,0.406,0.146,1,"3","DDRGK1"
0.00227514833002341,1.00035380597794,0.375,0.141,1,"3","HMCES"
0.00234730791169185,0.957221393102906,0.5,0.206,1,"3","TMEM107"
0.0024103575717999,0.738186735953824,0.688,0.382,1,"3","GADD45A"
0.00245313090984904,1.43075473620905,0.594,0.292,1,"3","HIST1H1C"
0.00247358173692431,0.550925627570629,0.25,0.076,1,"3","MAP4K3-DT"
0.002605114581264,0.910582276112334,0.312,0.109,1,"3","LMF2"
0.00264840909708689,0.89549385883436,0.656,0.34,1,"3","PDIA6"
0.00269819768197461,0.368871140371922,0.375,0.137,1,"3","RPS6KB2"
0.00294074051534647,0.833189674397146,0.344,0.127,1,"3","UBE2G1"
0.00301528700235448,0.352174834284716,0.25,0.079,1,"3","SPI1"
0.00328777845248276,0.463636755467385,0.531,0.218,1,"3","IRF3"
0.00347819988094376,0.477854655027932,0.781,0.451,1,"3","RABAC1"
0.00364838953706583,0.388770121038959,0.406,0.157,1,"3","LRRC59"
0.00378305576824163,1.18317285875355,0.375,0.153,1,"3","Z93241.1"
0.00393516396628961,1.09085548238161,0.375,0.146,1,"3","ITPR2"
0.00425345156189802,0.747755109343915,0.25,0.083,1,"3","CRLS1"
0.00443212919782772,0.692782985220082,0.312,0.113,1,"3","LYSMD3"
0.00494887840296277,0.519676416804695,0.25,0.083,1,"3","TCTN3"
0.00522740157250151,0.616916656670782,0.25,0.086,1,"3","PRKD3"
0.00547958363137869,0.59594430839009,0.5,0.215,1,"3","DERL1"
0.00550714197302226,1.07476860014201,0.25,0.088,1,"3","OXR1"
0.00583821349732274,0.370704951084222,0.281,0.1,1,"3","MRPL17"
0.00631668418906004,0.841690789711279,0.25,0.09,1,"3","AC239799.2"
0.00645959533459669,0.598497375399721,0.25,0.086,1,"3","AKR1B1"
0.00651955979739033,0.729235426735636,0.25,0.088,1,"3","C11orf1"
0.00665336724095624,0.26750782048551,0.438,0.185,1,"3","RPN1"
0.00667711192251728,0.654778065028139,0.25,0.088,1,"3","C16orf87"
0.00682307291492151,0.252444138963642,0.438,0.181,1,"3","UBR2"
0.00735194401403009,0.410015976689924,0.281,0.102,1,"3","UFL1"
0.00845826590093001,0.318721584884012,0.656,0.299,1,"3","ELL2"
0.00906756818103274,0.414395434408167,0.781,0.516,1,"3","SEC61B"
0.009833419851423,0.641032799918617,0.875,0.465,1,"3","AKAP9"
